Model_series,Dual Sim,VoLTE,5G,Vo5G,Ram,Battery,Foldable Display,Dual Display,External_Memory,Price,company,Inbuilt_memory,fast_charging,Water Drop Notch,with Punch Hole,Processor_,No _of_Rear,No _of_Front,Primary_rear_camera,Primary_front_camera,Number_of_core,pixal_D,PPI
Edge,1,1,1,0,12.0,5000,0,0,0.0,37999,motorola,512.0,68.0,0,0,snapdragon,3,1,50.0,60.0,8,2631.8054639353572,392.8067856619936
Edge,1,1,1,0,8.0,4400,0,0,0.0,39990,motorola,256.0,68.0,0,0,dimensity,2,1,50.0,32.0,8,2631.8054639353572,398.7584036265693
Moto,0,1,1,0,6.0,5000,0,0,2048.0,32990,motorola,256.0,20.0,0,0,snapdragon,2,1,50.0,16.0,8,2631.8054639353572,398.7584036265693
Moto,1,1,1,0,8.0,4700,0,0,0.0,39990,motorola,128.0,80.0,0,0,dimensity,3,1,108.0,32.0,8,2686.6335812685734,402.79364037010095
Defy,1,1,1,1,8.0,5000,0,0,0.0,35999,motorola,256.0,33.0,0,0,snapdragon,3,1,50.0,32.0,8,2631.8054639353572,401.18985730721914
Moto,1,1,1,0,8.0,5000,0,0,0.0,34990,motorola,128.0,68.2,0,0,snapdragon,3,1,64.0,16.0,8,2686.6335812685734,402.79364037010095
Moto,0,1,1,0,8.0,5000,0,0,0.0,39990,motorola,256.0,30.0,0,0,dimensity,3,1,50.0,32.0,8,2631.8054639353572,398.7584036265693
Moto,1,1,1,0,8.0,5000,0,0,1024.0,37990,motorola,256.0,15.0,0,0,snapdragon,3,1,50.0,16.0,8,2686.6335812685734,395.09317371596666
Moto,1,1,1,0,12.0,5000,0,0,0.0,49990,motorola,256.0,135.0,0,0,snapdragon,4,1,50.0,50.0,8,2631.8054639353572,387.03021528461136
Moto,1,1,1,0,12.0,5000,0,0,0.0,49990,motorola,256.0,125.0,0,0,snapdragon,3,1,50.0,50.0,8,2631.8054639353572,388.1718973355984
Razr,1,1,1,0,8.0,4200,1,1,0.0,44999,motorola,256.0,30.0,0,0,snapdragon,2,1,64.0,32.0,8,2852.367437761131,413.3865851827726
Edge,0,1,1,0,12.0,5000,0,0,0.0,49999,motorola,256.0,18.0,0,0,snapdragon,3,1,108.0,25.0,8,2577.2077913897438,384.65787931190204
Edge,1,1,1,0,8.0,4500,0,0,0.0,42990,motorola,128.0,68.0,0,0,snapdragon,3,1,50.0,32.0,8,2631.8054639353572,394.57353282389164
Thinkphone,1,1,1,1,8.0,5000,0,0,0.0,49990,motorola,128.0,68.0,0,0,snapdragon,3,2,50.0,32.0,8,2631.8054639353572,398.7584036265693
Moto,1,1,1,0,8.0,4450,0,0,0.0,41990,motorola,128.0,125.0,0,0,snapdragon,3,1,200.0,60.0,8,2631.8054639353572,394.57353282389164
Defy,1,1,1,1,6.0,5000,0,0,1024.0,45990,motorola,128.0,15.0,0,0,dimensity,3,1,50.0,8.0,8,2631.8054639353572,399.97043524853456
Moto,1,1,1,0,12.0,5000,0,0,0.0,46999,motorola,256.0,68.0,0,0,snapdragon,3,3,50.0,60.0,8,2631.8054639353572,392.8067856619936
Nio,1,1,1,0,8.0,5100,0,0,0.0,39999,motorola,128.0,15.0,0,0,snapdragon,3,2,64.0,16.0,8,2741.678318111007,409.2057191210458
Edge,1,1,1,1,8.0,5000,0,0,0.0,55990,motorola,256.0,80.0,0,0,dimensity,3,1,64.0,32.0,8,2631.8054639353572,394.57353282389164
Edge,1,1,1,1,12.0,4600,0,0,0.0,59990,motorola,512.0,150.0,0,0,snapdragon,3,1,50.0,60.0,8,3027.936591145858,445.9405877976227
Razr,1,1,1,0,8.0,4200,1,1,0.0,59990,motorola,128.0,44.0,0,0,snapdragon,3,1,64.0,32.0,8,2852.367437761131,413.3865851827726
Moto,1,1,1,0,12.0,5000,0,0,0.0,54990,motorola,256.0,150.0,0,0,snapdragon,3,1,100.0,50.0,8,2631.8054639353572,385.8952293160348
Edge,1,1,1,0,8.0,5100,0,0,0.0,54990,motorola,512.0,68.0,0,0,snapdragon,3,1,50.0,60.0,8,2631.8054639353572,394.57353282389164
Moto,1,1,1,0,8.0,4450,0,0,0.0,59990,motorola,128.0,125.0,0,0,snapdragon,3,1,200.0,60.0,8,2577.2077913897438,386.38797472110105
Edge,1,1,1,0,8.0,5000,0,0,0.0,54990,motorola,128.0,68.0,0,0,snapdragon,3,1,200.0,60.0,8,2631.8054639353572,392.8067856619936
Frontier,1,1,1,0,8.0,4500,0,0,0.0,59990,motorola,128.0,125.0,0,0,snapdragon,3,1,200.0,60.0,8,2631.8054639353572,392.8067856619936
Edge,1,1,1,1,12.0,4500,0,0,0.0,88990,motorola,512.0,125.0,0,0,snapdragon,3,1,64.0,50.0,8,2973.7760507476014,443.84717175337335
Edge,1,1,1,0,8.0,4610,0,0,0.0,69999,motorola,128.0,125.0,0,0,snapdragon,3,1,200.0,60.0,8,2631.8054639353572,394.57353282389164
Razr,1,1,1,0,8.0,3800,1,1,0.0,69999,motorola,256.0,30.0,0,0,snapdragon,2,1,13.0,32.0,8,2852.367437761131,413.3865851827726
Edge,1,1,1,1,12.0,4600,0,0,0.0,69990,motorola,512.0,150.0,0,0,snapdragon,3,1,200.0,60.0,8,3027.936591145858,443.9789723087768
Rizr,1,1,1,0,12.0,3500,0,0,0.0,159990,motorola,512.0,65.0,0,0,snapdragon,2,1,50.0,32.0,8,2631.8054639353572,526.3610927870715
Razr,1,1,1,0,12.0,4000,1,1,0.0,89990,motorola,256.0,15.0,0,0,snapdragon,2,1,50.0,32.0,8,2852.367437761131,413.3865851827726
Edge,1,1,1,0,12.0,4600,0,0,0.0,79990,motorola,256.0,125.0,0,0,snapdragon,3,1,50.0,60.0,8,2631.8054639353572,394.57353282389164
Razr,1,1,1,0,8.0,3800,1,1,0.0,79990,motorola,256.0,30.0,0,0,snapdragon,2,1,13.0,32.0,8,2852.367437761131,413.3865851827726
Razr,1,1,1,0,8.0,4000,1,1,0.0,74999,motorola,256.0,30.0,0,0,snapdragon,2,1,50.0,32.0,8,2852.367437761131,413.3865851827726
Razr,1,1,1,0,12.0,4000,1,1,0.0,89990,motorola,256.0,15.0,0,0,snapdragon,2,1,50.0,32.0,8,2852.367437761131,413.3865851827726
Razr,1,1,1,0,8.0,3440,1,1,0.0,89990,motorola,128.0,33.0,0,0,snapdragon,3,1,50.0,32.0,8,2631.8054639353572,394.57353282389164
Razr,1,1,1,0,12.0,3500,1,1,0.0,129990,motorola,512.0,33.0,0,0,snapdragon,2,1,50.0,32.0,8,2631.8054639353572,391.0557895892061
Frontier,1,1,1,0,8.0,4500,0,0,0.0,62990,motorola,128.0,125.0,0,0,snapdragon,3,1,200.0,60.0,8,2631.8054639353572,394.57353282389164
Razr,1,1,1,0,12.0,2800,0,1,0.0,94990,motorola,512.0,33.0,0,0,snapdragon,2,1,50.0,32.0,8,2631.8054639353572,392.8067856619936
Razr,0,1,0,0,6.0,2510,0,1,0.0,149999,motorola,128.0,18.0,0,0,snapdragon,1,1,16.0,5.0,8,2314.203966810186,373.2587043242236
Clover,1,1,0,0,4.0,6000,0,0,1024.0,14999,oneplus,64.0,18.0,0,1,snapdragon,3,1,13.0,8.0,8,1718.1385275931623,263.5181790787059
Nord,1,1,1,0,8.0,5000,0,0,1024.0,20000,oneplus,128.0,80.0,0,0,snapdragon,3,1,50.0,16.0,8,2642.7531099215453,394.44076267485747
Nord,1,1,1,0,8.0,5000,0,0,1024.0,16899,oneplus,128.0,67.0,0,0,snapdragon,3,1,108.0,16.0,8,2631.8054639353572,391.6377178475234
Nord,1,1,1,0,8.0,5000,0,0,1024.0,18879,oneplus,256.0,67.0,0,0,snapdragon,3,1,108.0,16.0,8,2631.8054639353572,391.6377178475234
Nord,1,1,1,0,6.0,5000,0,0,1024.0,16134,oneplus,128.0,33.0,0,0,snapdragon,3,1,64.0,16.0,8,2642.7531099215453,401.0247511261829
Nord,1,1,1,0,6.0,4500,0,0,1024.0,18999,oneplus,128.0,65.0,0,0,dimensity,3,1,64.0,16.0,8,2631.8054639353572,409.3010052776606
Nord,1,1,1,0,4.0,5000,0,0,1024.0,16990,oneplus,64.0,18.0,0,0,snapdragon,3,1,13.0,16.0,8,2631.8054639353572,405.5170206371891
Nord,1,1,1,0,4.0,5000,0,0,0.0,18999,oneplus,128.0,33.0,0,1,dimensity,2,1,50.0,8.0,8,2631.8054639353572,391.6377178475234
Nord,1,1,0,0,8.0,4300,0,0,0.0,19999,oneplus,128.0,30.0,0,0,snapdragon,3,1,48.0,16.0,8,2631.8054639353572,401.8023609061614
Nord,1,1,1,0,4.0,5000,0,0,1024.0,18990,oneplus,64.0,33.0,0,0,dimensity,2,1,48.0,16.0,8,1765.4869016789673,269.1291008656963
Nord,1,1,1,0,8.0,5500,0,0,1024.0,24454,oneplus,128.0,100.0,0,0,snapdragon,2,1,50.0,16.0,8,2642.7531099215453,394.44076267485747
Other,1,1,1,0,8.0,5000,0,0,0.0,29999,oneplus,128.0,100.0,0,0,snapdragon,3,1,50.0,16.0,8,3036.706110245112,450.549867988889
Nord,1,1,1,0,8.0,5000,0,0,1024.0,20065,oneplus,128.0,80.0,0,0,snapdragon,3,1,50.0,16.0,8,2642.7531099215453,394.44076267485747
Nord,1,1,1,0,8.0,5000,0,0,0.0,22592,oneplus,128.0,80.0,0,0,dimensity,3,1,50.0,16.0,8,3036.706110245112,450.549867988889
Nord,1,1,1,0,8.0,5000,0,0,1024.0,20990,oneplus,128.0,67.0,0,0,snapdragon,3,1,108.0,16.0,8,2631.8054639353572,390.4755881209729
Nord,1,1,1,0,8.0,5500,0,0,1024.0,26674,oneplus,256.0,100.0,0,0,snapdragon,2,1,50.0,16.0,8,2642.7531099215453,394.44076267485747
Nord,1,1,1,0,12.0,4500,0,0,0.0,22999,oneplus,256.0,80.0,0,0,dimensity,3,1,50.0,32.0,8,2631.8054639353572,409.3010052776606
Ace,1,1,1,0,12.0,5500,0,0,0.0,23999,oneplus,256.0,100.0,0,0,snapdragon,2,1,50.0,16.0,8,3036.706110245112,450.549867988889
Nord,1,1,1,0,8.0,4500,0,0,1024.0,22499,oneplus,128.0,65.0,0,0,dimensity,3,1,64.0,16.0,8,2631.8054639353572,409.3010052776606
Other,1,1,1,0,8.0,4500,0,0,0.0,29990,oneplus,128.0,65.0,0,0,snapdragon,4,1,48.0,16.0,8,2631.8054639353572,401.8023609061614
Other,1,1,1,0,12.0,4500,0,0,0.0,29990,oneplus,256.0,65.0,0,0,snapdragon,4,1,48.0,16.0,8,2631.8054639353572,401.8023609061614
Nord,1,1,1,0,8.0,5000,0,0,1024.0,29990,oneplus,256.0,80.0,0,0,snapdragon,3,1,50.0,32.0,8,2642.7531099215453,394.44076267485747
Ace,1,1,1,0,8.0,5000,0,0,0.0,22990,oneplus,128.0,15.0,0,0,dimensity,3,1,64.0,16.0,8,2642.7531099215453,401.0247511261829
Other,1,1,1,0,8.0,4500,0,0,0.0,29990,oneplus,128.0,15.0,0,0,snapdragon,3,1,50.0,16.0,8,2631.8054639353572,397.5536954585132
Nord,1,1,1,0,8.0,5000,0,0,1024.0,20999,oneplus,128.0,33.0,0,0,snapdragon,3,1,64.0,16.0,8,2642.7531099215453,401.0247511261829
Nord,1,1,1,0,8.0,5000,0,0,1024.0,22990,oneplus,256.0,80.0,0,0,snapdragon,3,1,50.0,32.0,8,2631.8054639353572,388.1718973355984
Nord,1,1,1,0,8.0,5000,0,0,1024.0,24990,oneplus,128.0,40.0,0,0,snapdragon,3,1,108.0,16.0,8,2631.8054639353572,388.1718973355984
Nord,1,1,1,0,8.0,5000,0,0,1024.0,24990,oneplus,128.0,67.0,0,0,snapdragon,3,1,108.0,16.0,8,2631.8054639353572,391.6377178475234
Nord,1,1,1,0,8.0,5000,0,0,1024.0,24999,oneplus,256.0,33.0,0,0,snapdragon,3,1,64.0,16.0,8,2642.7531099215453,401.0247511261829
Other,1,1,0,0,8.0,3800,0,0,0.0,29990,oneplus,128.0,30.0,1,0,snapdragon,3,1,48.0,16.0,8,2631.8054639353572,401.8023609061614
Nord,1,1,1,0,8.0,5000,0,0,0.0,32999,oneplus,128.0,120.0,0,0,snapdragon,3,1,50.0,32.0,8,3036.706110245112,447.89175667332034
Other,1,1,1,0,8.0,5500,0,0,0.0,35990,oneplus,128.0,100.0,0,0,snapdragon,3,1,50.0,16.0,8,3053.8657468854126,450.42267653177174
Other,1,1,1,0,16.0,5000,0,0,0.0,35609,oneplus,256.0,100.0,0,0,snapdragon,3,1,50.0,16.0,8,3036.706110245112,450.549867988889
Other,1,1,1,0,8.0,5000,0,0,0.0,39888,oneplus,128.0,80.0,0,0,snapdragon,3,1,50.0,32.0,8,3523.670813228727,525.9210168998101
Ace,1,1,1,0,12.0,5500,0,0,0.0,30999,oneplus,256.0,100.0,0,0,snapdragon,3,1,50.0,16.0,8,3053.8657468854126,450.42267653177174
Other,1,1,1,0,8.0,5000,0,0,0.0,30999,oneplus,128.0,80.0,0,0,dimensity,3,1,50.0,16.0,8,2642.7531099215453,394.44076267485747
Other,1,1,1,0,8.0,4800,0,0,0.0,33990,oneplus,128.0,150.0,0,0,snapdragon,3,1,50.0,16.0,8,2642.7531099215453,394.44076267485747
Nord,1,1,1,0,12.0,4500,0,0,0.0,34999,oneplus,256.0,65.0,0,0,dimensity,3,1,50.0,32.0,8,2631.8054639353572,409.3010052776606
Nord,1,1,1,0,8.0,5000,0,0,0.0,34999,oneplus,128.0,120.0,0,0,dimensity,3,1,64.0,32.0,8,2631.8054639353572,400.5792182550011
Other,1,1,1,0,12.0,4500,0,0,0.0,32990,oneplus,256.0,15.0,0,0,snapdragon,3,1,50.0,16.0,8,2631.8054639353572,401.8023609061614
Ace,1,1,1,0,12.0,5000,0,0,0.0,34990,oneplus,256.0,150.0,0,0,snapdragon,3,1,50.0,16.0,8,3036.706110245112,450.549867988889
Nord,1,1,1,0,8.0,4500,0,0,0.0,29990,oneplus,128.0,80.0,0,0,dimensity,3,1,50.0,32.0,8,2631.8054639353572,409.3010052776606
Ace,1,1,1,0,12.0,5000,0,0,0.0,34999,oneplus,256.0,100.0,0,0,snapdragon,3,1,50.0,16.0,8,3036.706110245112,450.549867988889
Other,1,1,1,0,16.0,5500,0,0,0.0,42437,oneplus,256.0,100.0,0,0,snapdragon,3,1,50.0,16.0,8,3053.8657468854126,450.42267653177174
Other,1,1,1,0,8.0,5000,0,0,0.0,43889,oneplus,128.0,100.0,0,0,snapdragon,3,1,50.0,16.0,8,3523.670813228727,525.9210168998101
Other,1,1,1,0,8.0,5500,0,0,0.0,40108,oneplus,256.0,100.0,0,0,snapdragon,3,1,50.0,16.0,8,3053.8657468854126,450.42267653177174
Other,1,1,1,0,8.0,5500,0,0,0.0,45990,oneplus,256.0,120.0,0,0,snapdragon,3,1,50.0,32.0,8,3036.706110245112,445.9186652342309
Other,1,1,1,0,12.0,5000,0,0,0.0,47998,oneplus,256.0,80.0,0,0,snapdragon,3,1,50.0,32.0,8,3523.670813228727,525.9210168998101
Ace,1,1,1,1,12.0,6100,0,0,0.0,49990,oneplus,256.0,100.0,0,0,snapdragon,3,1,64.0,32.0,8,3130.8145904859966,459.0637229451608
Other,1,1,1,0,12.0,4500,0,0,0.0,46990,oneplus,256.0,65.0,0,0,snapdragon,4,1,48.0,16.0,8,3523.670813228727,525.9210168998101
Other,1,1,1,0,8.0,4500,0,0,0.0,41990,oneplus,128.0,65.0,0,0,snapdragon,4,1,48.0,16.0,8,3523.670813228727,525.9210168998101
Other,1,1,1,1,8.0,5000,0,0,0.0,49990,oneplus,128.0,150.0,0,0,snapdragon,3,1,50.0,16.0,8,2642.7531099215453,393.2668318335633
Ace,1,1,1,0,12.0,4800,0,0,0.0,47990,oneplus,256.0,150.0,0,0,snapdragon,3,1,50.0,16.0,8,2642.7531099215453,394.44076267485747
Other,1,1,1,0,16.0,4800,0,0,0.0,43299,oneplus,256.0,150.0,0,0,snapdragon,3,1,50.0,16.0,8,2642.7531099215453,394.44076267485747
Other,1,1,1,0,8.0,4500,0,0,0.0,44990,oneplus,128.0,15.0,0,0,snapdragon,3,1,50.0,16.0,8,2642.7531099215453,399.20741841715187
Rt,1,1,1,0,12.0,4500,0,0,0.0,42999,oneplus,256.0,65.0,0,0,snapdragon,3,1,50.0,16.0,8,2631.8054639353572,397.5536954585132
Other,1,1,1,1,12.0,5400,0,0,0.0,58699,oneplus,256.0,100.0,0,0,snapdragon,3,1,64.0,32.0,8,3479.9172403952366,510.2517947793602
Other,1,1,1,0,16.0,5000,0,0,0.0,50999,oneplus,256.0,100.0,0,0,snapdragon,3,1,50.0,16.0,8,3523.670813228727,525.9210168998101
Other,1,1,1,0,16.0,5000,0,0,0.0,58990,oneplus,256.0,100.0,0,0,snapdragon,3,1,50.0,16.0,8,3523.670813228727,525.9210168998101
Other,1,1,1,0,8.0,5000,0,0,0.0,59990,oneplus,128.0,120.0,0,0,snapdragon,3,1,64.0,32.0,8,3523.670813228727,525.9210168998101
Other,1,1,1,0,8.0,4800,0,0,0.0,55999,oneplus,128.0,150.0,0,0,snapdragon,3,1,50.0,16.0,8,2642.7531099215453,394.44076267485747
Other,1,1,1,0,12.0,4800,0,0,0.0,54999,oneplus,256.0,150.0,0,0,snapdragon,3,1,50.0,16.0,8,2642.7531099215453,394.44076267485747
Other,1,1,1,1,16.0,5400,0,0,0.0,63359,oneplus,512.0,100.0,0,0,snapdragon,3,1,64.0,32.0,8,3479.9172403952366,510.2517947793602
Other,1,1,1,1,12.0,5500,0,0,0.0,64990,oneplus,256.0,120.0,0,0,snapdragon,3,1,50.0,50.0,8,3479.9172403952366,511.75253535224067
Other,1,1,1,1,12.0,4800,0,0,0.0,69999,oneplus,256.0,100.0,0,0,snapdragon,3,1,108.0,32.0,8,3703.423281235889,550.2857773010236
Open,1,1,1,0,16.0,4805,1,1,0.0,129990,oneplus,512.0,67.0,0,0,snapdragon,3,2,64.0,32.0,8,3331.279634014533,425.9948381092753
Other,1,1,1,1,12.0,4800,0,0,0.0,70990,oneplus,256.0,200.0,0,0,snapdragon,3,1,200.0,32.0,8,3703.423281235889,546.2276226011636
Other,1,1,1,0,8.0,4500,0,0,0.0,69999,oneplus,128.0,100.0,0,0,snapdragon,3,1,50.0,16.0,8,3523.670813228727,525.9210168998101
Other,1,1,1,0,16.0,5000,0,0,0.0,59990,oneplus,256.0,100.0,0,0,snapdragon,3,1,50.0,16.0,8,3523.670813228727,525.9210168998101
V,0,1,1,0,12.0,4500,1,1,0.0,79990,oneplus,256.0,67.0,0,0,dimensity,2,1,50.0,32.0,8,2741.678318111007,404.37733305472074
Other,1,1,1,0,12.0,5000,0,0,0.0,74999,oneplus,512.0,80.0,0,0,snapdragon,3,1,50.0,32.0,8,3523.670813228727,525.9210168998101
Other,1,1,1,0,12.0,4000,0,0,0.0,62999,oneplus,256.0,15.0,0,0,snapdragon,3,1,48.0,16.0,8,3436.2770551863246,515.1839662948013
Other,1,1,1,0,16.0,5000,0,0,0.0,64990,oneplus,256.0,100.0,0,0,snapdragon,3,1,50.0,16.0,8,3523.670813228727,525.9210168998101
Other,1,1,1,0,16.0,5000,0,0,0.0,64990,oneplus,256.0,100.0,0,0,snapdragon,3,1,50.0,16.0,8,3523.670813228727,525.9210168998101
Other,1,1,1,0,8.0,5000,0,0,0.0,69999,oneplus,128.0,80.0,0,0,snapdragon,3,1,50.0,32.0,8,3523.670813228727,525.9210168998101
Other,1,1,0,0,4.0,5000,0,0,1024.0,7699,xiaomi,128.0,18.0,0,0,helio,3,1,50.0,8.0,8,1754.5369759569046,260.31705874731523
Other,1,1,0,0,3.0,5000,0,0,1024.0,6999,xiaomi,64.0,10.0,0,0,helio,2,1,8.0,5.0,8,1800.2499826412998,268.2935890672578
Other,1,1,0,0,6.0,5000,0,0,1024.0,8499,xiaomi,128.0,18.0,0,0,helio,3,1,50.0,8.0,8,1754.5369759569046,260.31705874731523
Other,1,1,0,0,4.0,5000,0,0,1024.0,9999,xiaomi,64.0,18.0,1,0,helio,2,1,50.0,8.0,8,1800.2499826412998,265.52359625977874
Other,1,1,0,0,4.0,5000,0,0,1024.0,9190,xiaomi,128.0,18.0,0,0,helio,3,1,50.0,8.0,8,2686.6335812685734,395.6750487877133
Other,1,1,0,0,4.0,5000,0,0,512.0,7900,xiaomi,64.0,10.0,1,0,helio,2,1,8.0,5.0,8,1754.5369759569046,269.1007631835743
Other,1,1,0,0,4.0,5000,0,0,512.0,7689,xiaomi,64.0,18.0,1,0,helio,1,1,13.0,5.0,8,1754.5369759569046,268.68866400565156
Other,1,1,0,0,6.0,5000,0,0,1024.0,9999,xiaomi,128.0,18.0,0,0,helio,3,1,50.0,8.0,8,2686.6335812685734,395.6750487877133
Other,1,1,0,0,6.0,5000,0,0,1024.0,8999,xiaomi,128.0,10.0,0,0,helio,2,1,8.0,5.0,8,1800.2499826412998,268.2935890672578
Other,1,1,0,0,4.0,5000,0,0,1024.0,7890,xiaomi,128.0,10.0,0,0,helio,2,1,8.0,5.0,8,1800.2499826412998,268.2935890672578
Other,1,1,0,0,6.0,5000,0,0,512.0,9998,xiaomi,128.0,18.0,0,0,helio,3,1,50.0,8.0,8,2631.8054639353572,399.97043524853456
Other,1,1,0,0,4.0,6000,0,0,512.0,8990,xiaomi,64.0,18.0,1,0,snapdragon,2,1,50.0,5.0,8,1754.5369759569046,261.871190441329
Note,1,1,0,0,4.0,4000,0,0,1024.0,9990,xiaomi,64.0,18.0,1,0,helio,4,1,48.0,13.0,8,2577.2077913897438,409.08060180789585
Other,1,1,0,0,6.0,5000,0,0,1024.0,8499,xiaomi,128.0,18.0,1,0,helio,2,1,50.0,5.0,8,1800.2499826412998,268.2935890672578
Other,1,1,0,0,2.0,2100,0,0,0.0,9990,xiaomi,64.0,18.0,0,0,unisoc,1,1,13.0,0.0,4,1550.9274644547372,310.18549289094744
Other,1,1,0,0,4.0,5000,0,0,1024.0,7990,xiaomi,64.0,10.0,1,0,helio,2,1,8.0,5.0,8,1754.5369759569046,269.1007631835743
Other,1,1,0,0,4.0,5000,0,0,512.0,9999,xiaomi,64.0,18.0,1,0,helio,2,1,13.0,5.0,8,1754.5369759569046,268.68866400565156
Other,1,1,0,0,4.0,5000,0,0,1024.0,8980,xiaomi,128.0,18.0,1,0,helio,2,1,50.0,5.0,8,1800.2499826412998,268.2935890672578
Other,1,1,0,0,6.0,5000,0,0,512.0,7990,xiaomi,128.0,18.0,1,0,helio,1,1,13.0,5.0,8,1754.5369759569046,268.68866400565156
Other,1,1,0,0,2.0,5000,0,0,512.0,7699,xiaomi,32.0,18.0,1,0,helio,1,1,13.0,5.0,8,1754.5369759569046,268.68866400565156
Note,1,1,1,0,4.0,5000,0,0,1024.0,11159,xiaomi,128.0,33.0,0,0,snapdragon,3,1,48.0,13.0,8,2631.8054639353572,394.57353282389164
Other,1,1,1,0,4.0,5000,0,0,1024.0,10499,xiaomi,128.0,18.0,0,0,dimensity,2,1,50.0,5.0,8,1754.5369759569046,260.31705874731523
Other,1,1,1,0,4.0,5000,0,0,1024.0,11350,xiaomi,128.0,18.0,0,0,snapdragon,2,1,50.0,8.0,8,2686.6335812685734,395.6750487877133
Other,1,1,1,0,6.0,5000,0,0,1024.0,11999,xiaomi,128.0,18.0,0,0,dimensity,2,1,50.0,5.0,8,1754.5369759569046,260.31705874731523
Other,1,1,0,0,8.0,5000,0,0,1024.0,10269,xiaomi,256.0,18.0,0,0,helio,3,1,50.0,8.0,8,1754.5369759569046,260.31705874731523
Note,1,1,0,0,6.0,5000,0,0,1024.0,11489,xiaomi,64.0,33.0,0,0,snapdragon,3,1,50.0,13.0,8,2631.8054639353572,394.57353282389164
Note,1,1,0,0,6.0,5000,0,0,512.0,11425,xiaomi,128.0,33.0,0,0,snapdragon,4,1,50.0,13.0,8,2631.8054639353572,409.3010052776606
Other,1,1,0,0,6.0,5000,0,0,1024.0,9998,xiaomi,128.0,18.0,0,0,helio,3,1,50.0,8.0,8,2686.6335812685734,395.6750487877133
Note,1,1,1,0,4.0,5000,0,0,1024.0,11990,xiaomi,128.0,18.0,0,0,snapdragon,2,1,50.0,5.0,8,2686.6335812685734,395.6750487877133
Other,1,1,1,0,4.0,5000,0,0,512.0,10490,xiaomi,64.0,18.0,0,0,dimensity,2,1,50.0,5.0,8,2639.102877873464,401.07946472241093
Other,1,1,0,0,4.0,4030,0,0,256.0,11499,xiaomi,64.0,18.0,1,0,snapdragon,3,1,48.0,32.0,8,1718.1385275931623,282.58857361729645
Note,1,1,0,0,4.0,5000,0,0,512.0,10999,xiaomi,64.0,33.0,0,0,snapdragon,4,1,50.0,13.0,8,2631.8054639353572,409.3010052776606
Other,1,1,1,0,4.0,5000,0,0,1024.0,11999,xiaomi,128.0,18.0,0,0,dimensity,2,1,50.0,5.0,8,1754.5369759569046,260.31705874731523
Other,1,1,0,0,6.0,6000,0,0,512.0,10490,xiaomi,128.0,18.0,1,0,snapdragon,2,1,50.0,5.0,8,1754.5369759569046,261.871190441329
Other,1,1,0,0,4.0,6000,0,0,512.0,10990,xiaomi,64.0,18.0,0,0,helio,4,1,50.0,8.0,8,2631.8054639353572,404.89314829774725
Other,1,1,0,0,8.0,6000,0,0,1024.0,10949,xiaomi,128.0,18.0,0,1,snapdragon,2,1,50.0,5.0,8,1800.2499826412998,268.6940272598955
Other,1,1,1,0,8.0,5000,0,0,1024.0,14999,xiaomi,128.0,44.0,0,0,snapdragon,2,1,108.0,16.0,8,2686.6335812685734,393.93454270800197
Other,1,1,1,0,8.0,5000,0,0,1024.0,13999,xiaomi,256.0,18.0,0,0,snapdragon,2,1,50.0,8.0,8,2686.6335812685734,395.6750487877133
Other,1,1,1,0,6.0,5000,0,0,1024.0,12120,xiaomi,128.0,18.0,0,0,snapdragon,2,1,50.0,8.0,8,2686.6335812685734,395.6750487877133
Other,1,1,1,0,8.0,5000,0,0,1024.0,13999,xiaomi,256.0,18.0,0,0,dimensity,2,1,50.0,5.0,8,1754.5369759569046,260.31705874731523
Note,1,1,1,0,6.0,5000,0,0,1024.0,12239,xiaomi,128.0,33.0,0,0,snapdragon,3,1,48.0,13.0,8,2631.8054639353572,394.57353282389164
Note,1,1,0,0,6.0,5000,0,0,512.0,12428,xiaomi,128.0,33.0,0,0,snapdragon,4,1,50.0,13.0,8,2631.8054639353572,409.3010052776606
Note,1,1,0,0,6.0,5000,0,0,512.0,13490,xiaomi,64.0,33.0,0,1,helio,4,1,64.0,13.0,8,2631.8054639353572,409.3010052776606
Other,1,1,1,0,6.0,5000,0,0,1024.0,12499,xiaomi,128.0,33.0,0,0,snapdragon,2,1,64.0,8.0,8,2686.6335812685734,393.93454270800197
Other,1,1,0,0,4.0,4050,0,0,256.0,13999,xiaomi,64.0,18.0,1,0,snapdragon,4,1,48.0,32.0,8,2631.8054639353572,403.03299600847737
Note,1,1,1,0,4.0,5000,0,0,512.0,12990,xiaomi,128.0,18.0,0,0,dimensity,2,1,13.0,5.0,8,2631.8054639353572,399.97043524853456
Note,1,1,1,0,4.0,5000,0,0,1024.0,13990,xiaomi,64.0,18.0,0,0,dimensity,3,1,48.0,8.0,8,2631.8054639353572,404.89314829774725
Other,1,1,0,0,6.0,6000,0,0,512.0,12990,xiaomi,128.0,18.0,1,0,snapdragon,4,1,48.0,8.0,8,2577.2077913897438,394.6719435512624
Note,1,1,1,0,4.0,5000,0,0,0.0,13990,xiaomi,128.0,18.0,0,0,dimensity,2,1,50.0,5.0,8,2639.102877873464,401.07946472241093
Note,1,1,0,0,8.0,5000,0,0,512.0,13999,xiaomi,128.0,33.0,0,0,helio,4,1,108.0,16.0,8,2631.8054639353572,409.3010052776606
